ClassName,layer
com.itextpdf.awt.AsianFontMapper,5
com.itextpdf.text.pdf.XfaForm$InverseStore,4
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$SetTextFont,9
com.itextpdf.text.pdf.PdfPatternPainter,4
com.itextpdf.text.pdf.codec.TiffWriter$FieldLong,2
com.itextpdf.text.xml.XMLUtil,0
com.itextpdf.text.DocListener,4
com.itextpdf.text.pdf.fonts.cmaps.CMapParserEx,4
com.itextpdf.text.pdf.codec.wmf.MetaPen,4
com.itextpdf.text.pdf.IntHashtable$IntHashtableIterator,4
com.itextpdf.text.pdf.PdfDocument,4
com.itextpdf.text.pdf.codec.GifImage$GifFrame,4
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$EndText,9
com.itextpdf.text.pdf.PdfPages,4
com.itextpdf.awt.PdfGraphics2D$FakeComponent,4
com.itextpdf.text.pdf.XfaForm$AcroFieldsSearch,4
com.itextpdf.text.pdf.PdfAppearance,4
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$BeginMarkedContent,9
com.itextpdf.text.api.Indentable,0
com.itextpdf.text.pdf.Type1Font,4
com.itextpdf.text.pdf.PdfPSXObject,4
com.itextpdf.text.Jpeg,4
com.itextpdf.text.pdf.FilterHandlers$Filter_ASCIIHEXDECODE,4
com.itextpdf.text.pdf.crypto.ARCFOUREncryption,0
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$FormXObjectDoHandler,9
com.itextpdf.text.pdf.PdfCopyForms,6
com.itextpdf.text.pdf.PdfShading,4
com.itextpdf.text.pdf.parser.LineSegment,5
com.itextpdf.text.pdf.qrcode.GF256Poly,0
com.itextpdf.text.html.simpleparser.CellWrapper,8
com.itextpdf.text.pdf.codec.wmf.MetaDo,4
com.itextpdf.text.WritableDirectElement,5
com.itextpdf.text.xml.simpleparser.IanaEncodings,0
com.itextpdf.text.pdf.TrueTypeFontUnicode,4
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$MoveNextLineAndShowTextWithSpacing,9
com.itextpdf.text.pdf.qrcode.FormatInformation,1
com.itextpdf.text.Font,4
com.itextpdf.text.pdf.PdfEncodings$WingdingsConversion,4
com.itextpdf.text.pdf.OcspClientBouncyCastle,5
com.itextpdf.text.pdf.RandomAccessFileOrArray,4
com.itextpdf.text.pdf.LtvVerification$Level,6
com.itextpdf.text.pdf.FilterHandlers$Filter_FLATEDECODE,4
com.itextpdf.text.pdf.PdfImportedPage,4
com.itextpdf.text.pdf.hyphenation.TernaryTree,1
com.itextpdf.text.pdf.SpotColor,4
com.itextpdf.text.pdf.interfaces.PdfViewerPreferences,4
com.itextpdf.text.xml.simpleparser.SimpleXMLDocHandler,0
com.itextpdf.awt.geom.NoninvertibleTransformException,0
com.itextpdf.text.pdf.PdfSigGenericPKCS$PPKLite,5
com.itextpdf.text.pdf.PdfTemplate,4
com.itextpdf.text.pdf.codec.TiffWriter$FieldBase,2
com.itextpdf.text.pdf.PdfFont,4
com.itextpdf.text.pdf.collection.PdfCollectionSchema,4
com.itextpdf.text.GreekList,6
com.itextpdf.text.xml.XmlDomWriter,0
com.itextpdf.text.pdf.parser.SimpleTextExtractionStrategy,10
com.itextpdf.text.factories.GreekAlphabetFactory,5
com.itextpdf.text.pdf.PageResources,4
com.itextpdf.text.pdf.PdfTextArray,4
com.itextpdf.text.pdf.hyphenation.TernaryTree$Iterator$Item,1
com.itextpdf.text.pdf.PdfAcroForm,4
com.itextpdf.text.pdf.interfaces.PdfPageActions,4
com.itextpdf.awt.geom.QuadCurve2D$Float,4
com.itextpdf.text.pdf.AcroFields$InstHit,4
com.itextpdf.text.pdf.PdfPCellEvent,4
com.itextpdf.text.pdf.LongHashtable$LongHashtableIterator,4
com.itextpdf.text.xml.xmp.LangAlt,1
com.itextpdf.text.pdf.codec.TiffWriter$FieldAscii,2
com.itextpdf.awt.geom.Shape,4
com.itextpdf.text.pdf.FilterHandlers$Filter_CCITTFAXDECODE,4
com.itextpdf.text.pdf.PatternColor,4
com.itextpdf.text.html.HtmlEncoder,5
com.itextpdf.text.pdf.BarcodePDF417$Segment,5
com.itextpdf.text.pdf.CFFFont$OffsetItem,4
com.itextpdf.text.pdf.PdfReader$1,4
com.itextpdf.awt.geom.GeneralPath,4
com.itextpdf.text.xml.simpleparser.NewLineHandler,0
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$Do,9
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$IgnoreOperatorContentOperator,9
com.itextpdf.text.pdf.GrayColor,4
com.itextpdf.text.pdf.TrueTypeFont,4
com.itextpdf.text.FontFactory,4
com.itextpdf.text.pdf.parser.PdfImageObject$ImageBytesType,6
com.itextpdf.text.pdf.parser.InlineImageUtils$InlineImageParseException,6
com.itextpdf.text.pdf.TrueTypeFont$HorizontalHeader,4
com.itextpdf.text.pdf.DocumentFont,4
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$ProcessGraphicsStateResource,9
com.itextpdf.text.pdf.CFFFont$DictNumberItem,4
com.itextpdf.text.pdf.HyphenationAuto,8
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$ResourceDictionary,9
com.itextpdf.text.pdf.hyphenation.PatternConsumer,0
com.itextpdf.text.pdf.CFFFont$RangeItem,4
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$TextMoveStartNextLineWithLeading,9
com.itextpdf.text.pdf.LZWDecoder,4
com.itextpdf.text.pdf.PdfStamper,6
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$TextMoveStartNextLine,9
com.itextpdf.text.pdf.parser.MarkedContentRenderFilter,9
com.itextpdf.text.Header,4
com.itextpdf.text.SpecialSymbol,4
com.itextpdf.text.pdf.FilterHandlers,4
com.itextpdf.text.pdf.BidiLine,4
com.itextpdf.text.Jpeg2000,4
com.itextpdf.text.pdf.PdfMediaClipData,4
com.itextpdf.text.pdf.PdfLine,4
com.itextpdf.text.pdf.fonts.cmaps.CidLocation,4
com.itextpdf.text.pdf.PRAcroForm,4
com.itextpdf.text.pdf.parser.PdfImageObject$TrackingFilter,6
com.itextpdf.text.ImgCCITT,4
com.itextpdf.text.pdf.codec.Base64,4
com.itextpdf.text.pdf.AcroFields,4
com.itextpdf.text.pdf.BarcodeEAN,6
com.itextpdf.text.pdf.PRStream,4
com.itextpdf.text.pdf.PdfContents,4
com.itextpdf.text.pdf.PdfXConformanceException,0
com.itextpdf.awt.PdfGraphics2D$1,4
com.itextpdf.text.pdf.LongHashtable$Entry,4
com.itextpdf.text.pdf.qrcode.ErrorCorrectionLevel,0
com.itextpdf.awt.geom.gl.Crossing$QuadCurve,4
com.itextpdf.text.pdf.TSAClientBouncyCastle,5
com.itextpdf.text.ZapfDingbatsNumberList,5
com.itextpdf.text.pdf.ExtendedColor,4
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$SetTextRenderMode,9
com.itextpdf.text.pdf.PdfWriter$PdfBody$PdfCrossReference,4
com.itextpdf.text.pdf.PdfContentByte,4
com.itextpdf.text.pdf.codec.wmf.MetaState,4

