ClassName,layer
com.itextpdf.text.xml.simpleparser.SimpleXMLDocHandlerComment,0
com.itextpdf.text.pdf.PdfStructureElement,4
com.itextpdf.text.pdf.PdfConcatenate,7
com.itextpdf.text.pdf.codec.PngImage,4
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$IgnoreXObjectDoHandler,9
com.itextpdf.text.pdf.FilterHandlers$Filter_LZWDECODE,4
com.itextpdf.text.pdf.parser.PdfTextExtractor,11
com.itextpdf.text.pdf.PdfContentByte$GraphicState,4
com.itextpdf.awt.geom.QuadCurve2D$Double,4
com.itextpdf.text.pdf.SimpleBookmark,4
com.itextpdf.text.pdf.collection.PdfCollectionSort,4
com.itextpdf.text.pdf.qrcode.WriterException,0
com.itextpdf.awt.geom.IllegalPathStateException,0
com.itextpdf.text.pdf.CFFFont$IndexBaseItem,4
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$MoveNextLineAndShowText,9
com.itextpdf.text.pdf.codec.wmf.InputMeta,4
com.itextpdf.text.pdf.PdfContentParser$1,4
com.itextpdf.text.pdf.events.PdfPageEventForwarder,4
com.itextpdf.text.xml.simpleparser.SimpleXMLParser,4
com.itextpdf.text.html.simpleparser.HTMLTagProcessors,10
com.itextpdf.text.pdf.codec.JBIG2SegmentReader$JBIG2Page,4
com.itextpdf.awt.geom.Point,2
com.itextpdf.text.pdf.PdfSignatureAppearance$RenderingMode,6
com.itextpdf.text.pdf.codec.wmf.MetaFont,4
com.itextpdf.text.pdf.PdfNumber,4
com.itextpdf.text.pdf.parser.TextExtractionStrategy,9
com.itextpdf.text.pdf.PdfAction,4
com.itextpdf.text.pdf.GlyphList,4
com.itextpdf.text.pdf.PdfWriter$PdfTrailer,4
com.itextpdf.text.pdf.parser.PdfReaderContentParser,10
com.itextpdf.text.pdf.BarcodeDatamatrix$Placement,5
com.itextpdf.text.pdf.PdfEncodings,4
com.itextpdf.text.pdf.PdfPTableEvent,4
com.itextpdf.text.pdf.hyphenation.ByteVector,0
com.itextpdf.text.Phrase,4
com.itextpdf.text.pdf.qrcode.EncodeHintType,0
com.itextpdf.text.pdf.PdfArray,4
com.itextpdf.text.pdf.internal.PdfVersionImp,4
com.itextpdf.text.pdf.PdfGState,4
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$SetTextRise,9
com.itextpdf.text.pdf.PdfSigGenericPKCS,5
com.itextpdf.text.pdf.PdfEncryptor,7
com.itextpdf.text.pdf.PdfCopy$StampContent,5
com.itextpdf.text.pdf.parser.RenderFilter,8
com.itextpdf.text.pdf.PdfRendition,4
com.itextpdf.text.pdf.FontSelector,4
com.itextpdf.text.pdf.FilterHandlers$Filter_DoNothing,4
com.itextpdf.text.pdf.PdfCopyFormsImp,5
com.itextpdf.text.FontProvider,4
com.itextpdf.text.pdf.StandardDecryption,1
com.itextpdf.text.pdf.codec.TiffWriter$FieldByte,2
com.itextpdf.text.pdf.CFFFont$MarkerItem,4
com.itextpdf.text.pdf.CFFFont$UInt8Item,4
com.itextpdf.text.pdf.XfaForm$Stack2,4
com.itextpdf.text.pdf.PdfEncodings$SymbolTTConversion,4
com.itextpdf.text.html.simpleparser.HTMLTagProcessors$11,10
com.itextpdf.text.pdf.BarcodePDF417$SegmentList,5
com.itextpdf.text.html.simpleparser.HTMLTagProcessors$12,10
com.itextpdf.text.pdf.PRAcroForm$FieldInformation,4
com.itextpdf.text.html.simpleparser.HTMLTagProcessors$10,10
com.itextpdf.text.pdf.ICC_Profile,4
com.itextpdf.text.pdf.draw.VerticalPositionMark,4
com.itextpdf.text.xml.simpleparser.EntitiesToSymbol,5
com.itextpdf.text.html.simpleparser.HTMLTagProcessors$13,10
com.itextpdf.text.RectangleReadOnly,4
com.itextpdf.text.html.simpleparser.HTMLTagProcessors$14,10
com.itextpdf.text.pdf.BarcodeDatamatrix,5
com.itextpdf.text.pdf.MultiColumnText,4
com.itextpdf.text.pdf.parser.TaggedPdfReaderTool,11
com.itextpdf.text.pdf.TSAClient,0
com.itextpdf.awt.geom.misc.RenderingHints$Key,0
com.itextpdf.text.pdf.PdfImage,4
com.itextpdf.text.pdf.parser.Vector,1
com.itextpdf.text.pdf.parser.ImageRenderInfo,7
com.itextpdf.text.xml.xmp.XmpArray,1
com.itextpdf.text.html.simpleparser.HTMLTagProcessors$3,10
com.itextpdf.text.html.simpleparser.HTMLTagProcessors$2,10
com.itextpdf.text.html.simpleparser.HTMLTagProcessors$5,10
com.itextpdf.text.html.simpleparser.HTMLTagProcessors$4,10
com.itextpdf.text.html.simpleparser.HTMLTagProcessors$7,10
com.itextpdf.text.html.simpleparser.HTMLTagProcessors$6,10
com.itextpdf.text.pdf.PdfSigGenericPKCS$PPKMS,5
com.itextpdf.text.pdf.qrcode.BitVector,0
com.itextpdf.text.html.simpleparser.HTMLTagProcessors$9,10
com.itextpdf.text.html.simpleparser.HTMLTagProcessors$8,10
com.itextpdf.text.pdf.PdfPTable,4
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$SetTextCharacterSpacing,9
com.itextpdf.text.pdf.hyphenation.Hyphen,0
com.itextpdf.text.pdf.fonts.cmaps.CMapCidUni,4
com.itextpdf.text.html.simpleparser.HTMLTagProcessors$1,10
com.itextpdf.text.pdf.fonts.cmaps.CMapCache,4
com.itextpdf.text.pdf.codec.TiffWriter$FieldShort,2
com.itextpdf.text.pdf.hyphenation.TernaryTree$Iterator,1
com.itextpdf.awt.geom.Dimension2D,0
com.itextpdf.text.pdf.codec.TiffWriter$FieldRational,2
com.itextpdf.text.pdf.FdfWriter,4
com.itextpdf.text.xml.simpleparser.handler.NeverNewLineHandler,1
com.itextpdf.awt.geom.PolylineShape,4
com.itextpdf.text.xml.xmp.DublinCoreSchema,3
com.itextpdf.text.html.simpleparser.TableWrapper,7
com.itextpdf.text.pdf.hyphenation.Hyphenator,7
com.itextpdf.text.pdf.PdfSignatureAppearance$SignatureEvent,6
com.itextpdf.text.pdf.codec.TIFFLZWDecoder,4
com.itextpdf.text.pdf.hyphenation.HyphenationException,0
com.itextpdf.text.pdf.ByteBuffer,4
com.itextpdf.text.pdf.fonts.cmaps.CMapUniCid,4
com.itextpdf.text.pdf.BaseFont$StreamFont,4
com.itextpdf.text.pdf.fonts.cmaps.CMapSequence,0
com.itextpdf.text.Document,4
com.itextpdf.text.html.simpleparser.ChainedProperties,7
com.itextpdf.awt.geom.FlatteningPathIterator,4
com.itextpdf.text.pdf.TrueTypeFontSubSet,4
com.itextpdf.text.pdf.qrcode.Version$ECB,2
com.itextpdf.text.pdf.LtvVerification,6
com.itextpdf.text.pdf.PdfCopy$IndirectReferences,5
com.itextpdf.text.pdf.parser.FilteredTextRenderListener,10
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$TextMoveNextLine,9
com.itextpdf.text.pdf.PdfPKCS7$X509Name,4
com.itextpdf.text.Paragraph,4
com.itextpdf.text.pdf.CFFFont,4
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$ImageXObjectDoHandler,9
com.itextpdf.text.factories.RomanNumberFactory$RomanDigit,0
com.itextpdf.text.xml.simpleparser.handler.HTMLNewLineHandler,1
com.itextpdf.text.api.Spaceable,0
com.itextpdf.text.pdf.qrcode.ByteArray,0
com.itextpdf.text.pdf.PdfIndirectObject,4
com.itextpdf.awt.geom.misc.HashCode,0
com.itextpdf.awt.geom.misc.RenderingHints,0
com.itextpdf.text.pdf.PdfAnnotation$PdfImportedLink,4
com.itextpdf.text.pdf.PdfContentParser,4
com.itextpdf.text.pdf.ColorDetails,4
com.itextpdf.text.pdf.parser.LocationTextExtractionStrategy$TextChunk,10
com.itextpdf.text.RomanList,5
com.itextpdf.awt.DefaultFontMapper$BaseFontParameters,4
com.itextpdf.text.html.simpleparser.HTMLWorker,10
com.itextpdf.text.pdf.codec.TIFFConstants,0
com.itextpdf.text.xml.xmp.PdfA1Schema,3
com.itextpdf.awt.geom.Line2D$Iterator,4
com.itextpdf.text.log.SysoLogger,2
com.itextpdf.text.pdf.PdfDate,4
com.itextpdf.text.pdf.PdfLiteral,4
com.itextpdf.text.pdf.PdfTransition,4
com.itextpdf.text.pdf.BarcodeQRCode,9
com.itextpdf.text.pdf.PdfAnnotation,4
com.itextpdf.text.pdf.codec.JBIG2SegmentReader,4
com.itextpdf.text.pdf.fonts.cmaps.CMapCidByte,4
com.itextpdf.text.pdf.PdfStructureTreeRoot,4
com.itextpdf.text.pdf.PdfSignatureAppearance,6
com.itextpdf.text.pdf.AcroFields$FieldPosition,4
com.itextpdf.text.pdf.codec.Base64$OutputStream,4
com.itextpdf.text.pdf.parser.FilteredRenderListener,9
com.itextpdf.text.ElementListener,4
com.itextpdf.text.pdf.codec.PngImage$NewByteArrayOutputStream,4
com.itextpdf.text.pdf.PdfString,4
com.itextpdf.text.pdf.PdfOutline,4
com.itextpdf.text.pdf.CFFFont$Font,4
com.itextpdf.text.pdf.interfaces.PdfDocumentActions,4
com.itextpdf.awt.geom.gl.Crossing,4
com.itextpdf.text.pdf.PdfBorderDictionary,4
com.itextpdf.text.html.simpleparser.LinkProcessor,8
com.itextpdf.text.pdf.BaseFont,4
com.itextpdf.text.pdf.IntHashtable,4
com.itextpdf.text.pdf.PdfIndirectReference,4
com.itextpdf.text.Utilities,4
com.itextpdf.text.pdf.hyphenation.HyphenationTree,6
com.itextpdf.text.pdf.CFFFont$IndexOffsetItem,4
com.itextpdf.text.ImgTemplate,4
com.itextpdf.text.pdf.qrcode.Mode,3
com.itextpdf.text.pdf.TrueTypeFont$FontHeader,4
com.itextpdf.text.pdf.qrcode.QRCode,4
com.itextpdf.text.pdf.PdfFormXObject,4
com.itextpdf.text.pdf.parser.MarkedContentInfo,5
com.itextpdf.text.pdf.PdfCopyFields,5
com.itextpdf.text.pdf.PdfPageLabels,4
com.itextpdf.awt.geom.Rectangle2D,4
com.itextpdf.text.pdf.PdfOCProperties,4
com.itextpdf.text.factories.RomanAlphabetFactory,4
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$SetTextLeading,9
com.itextpdf.text.pdf.LtvVerification$ValidationData,6
com.itextpdf.text.Font$1,4
com.itextpdf.text.pdf.PdfSmartCopy$ByteStore,6
com.itextpdf.text.pdf.PdfCopy,5
com.itextpdf.awt.geom.Dimension,1
com.itextpdf.awt.geom.Rectangle,4
com.itextpdf.text.MarkedSection,4
com.itextpdf.text.pdf.codec.TIFFFaxDecompressor,0
com.itextpdf.awt.geom.PolylineShapeIterator,4
com.itextpdf.text.pdf.AcroFields$Item,4
com.itextpdf.text.pdf.CrlClient,0
com.itextpdf.text.ChapterAutoNumber,4
com.itextpdf.awt.geom.Rectangle2D$Double,4
com.itextpdf.text.pdf.PdfPublicKeyRecipient,0
com.itextpdf.text.BaseColor,4
com.itextpdf.text.factories.RomanNumberFactory,0
com.itextpdf.text.pdf.LtvTimestamp,7
com.itextpdf.text.pdf.draw.DrawInterface,4
com.itextpdf.text.Image,4
com.itextpdf.text.pdf.SimpleNamedDestination,4
com.itextpdf.text.pdf.parser.ContentOperator,9
com.itextpdf.text.xml.xmp.XmpWriter,4
com.itextpdf.text.xml.xmp.XmpMMSchema,3
com.itextpdf.text.pdf.Type3Glyph,5
com.itextpdf.text.pdf.parser.PdfContentReaderTool,12
com.itextpdf.text.pdf.PdfPCell,4
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$PopGraphicsState,9
com.itextpdf.text.pdf.PdfPRow,4
com.itextpdf.text.log.LoggerFactory,3
com.itextpdf.text.pdf.BarcodeDatamatrix$ReedSolomon,5
com.itextpdf.text.pdf.PdfDestination,4
com.itextpdf.text.pdf.parser.RenderListener,8
com.itextpdf.text.pdf.MappedRandomAccessFile,0
com.itextpdf.awt.PdfPrinterGraphics2D,4
com.itextpdf.text.exceptions.InvalidPdfException,0
com.itextpdf.text.pdf.CrlClientImp,5
com.itextpdf.text.pdf.PdfPKCS7,4
com.itextpdf.text.log.Level,0
com.itextpdf.awt.geom.CubicCurve2D$Float,4
com.itextpdf.text.pdf.BadPdfFormatException,2
com.itextpdf.text.pdf.PdfSigGenericPKCS$VeriSign,5
com.itextpdf.awt.geom.Point2D,1
com.itextpdf.awt.geom.CubicCurve2D$Double,4
com.itextpdf.awt.geom.gl.Crossing$CubicCurve,4
com.itextpdf.text.pdf.PdfDashPattern,4
com.itextpdf.text.pdf.XfaForm,4
com.itextpdf.text.pdf.fonts.cmaps.CidResource,4
com.itextpdf.text.pdf.parser.TextMarginFinder,9
com.itextpdf.text.pdf.interfaces.PdfRunDirection,0
com.itextpdf.text.pdf.PdfDocument$PdfInfo,4
com.itextpdf.text.exceptions.BadPasswordException,0
com.itextpdf.text.pdf.codec.CCITTG4Encoder,4
com.itextpdf.text.pdf.codec.BmpImage,4
com.itextpdf.text.pdf.PdfVisibilityExpression,4
com.itextpdf.text.Font$FontFamily,4
com.itextpdf.text.html.simpleparser.ImageProcessor,8
com.itextpdf.text.List,4
com.itextpdf.text.pdf.PdfICCBased,4
com.itextpdf.text.pdf.PdfShadingPattern,4
com.itextpdf.text.pdf.FontDetails,4
com.itextpdf.text.pdf.PdfRectangle,4
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor,9
com.itextpdf.text.pdf.Barcode39,6
com.itextpdf.text.pdf.PdfReader$PageRefs,4
com.itextpdf.text.pdf.PdfWriter$PdfBody,4
com.itextpdf.awt.geom.Line2D,4
com.itextpdf.text.html.simpleparser.ChainedProperties$TagAttributes,7
com.itextpdf.text.pdf.DefaultSplitCharacter,4
com.itextpdf.text.pdf.fonts.cmaps.CMapByteCid,4
com.itextpdf.text.pdf.CMYKColor,4
com.itextpdf.text.pdf.CFFFontSubset,4
com.itextpdf.text.pdf.AcroFields$1,4
com.itextpdf.text.pdf.PdfEFStream,4
com.itextpdf.text.pdf.BaseField,4
com.itextpdf.text.pdf.ColumnText,4
com.itextpdf.text.pdf.parser.GraphicsState,6
com.itextpdf.text.pdf.parser.Matrix,0
com.itextpdf.text.pdf.collection.PdfCollectionItem,4
com.itextpdf.text.pdf.PdfStamperImp$PageStamp,4
com.itextpdf.text.pdf.PdfPageEvent,4
com.itextpdf.text.pdf.PdfPageLabels$PdfPageLabelFormat,4
com.itextpdf.text.pdf.HyphenationEvent,4
com.itextpdf.text.pdf.RadioCheckField,5
com.itextpdf.text.pdf.qrcode.QRCodeWriter,8
com.itextpdf.text.pdf.PdfStream,4
com.itextpdf.text.ImgWMF,4
com.itextpdf.text.pdf.ArabicLigaturizer,4
com.itextpdf.text.pdf.codec.LZWStringTable,0
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$ModifyCurrentTransformationMatrix,9
com.itextpdf.text.pdf.qrcode.GF256,0
com.itextpdf.text.pdf.FdfReader,4
com.itextpdf.text.html.simpleparser.ElementFactory,9
com.itextpdf.text.pdf.CFFFont$IndexMarkerItem,4
com.itextpdf.awt.geom.misc.RenderingHints$KeyImpl,0
com.itextpdf.text.pdf.PdfPublicKeySecurityHandler,4
com.itextpdf.text.pdf.BarcodeCodabar,6
com.itextpdf.text.pdf.BarcodeInter25,6
com.itextpdf.text.pdf.codec.BitFile,0
com.itextpdf.text.LargeElement,4
com.itextpdf.text.pdf.PdfFunction,4
com.itextpdf.text.log.NoOpLogger,2
com.itextpdf.text.pdf.XfdfReader,4
com.itextpdf.text.pdf.OutputStreamEncryption,2
com.itextpdf.text.pdf.codec.GifImage,4
com.itextpdf.text.pdf.parser.RegionTextRenderFilter,9
com.itextpdf.awt.geom.Rectangle2D$Float,4
com.itextpdf.text.pdf.qrcode.Encoder,7
com.itextpdf.text.xml.xmp.PdfSchema,4
com.itextpdf.text.ImgRaw,4
com.itextpdf.text.pdf.draw.DottedLineSeparator,5
com.itextpdf.text.pdf.events.PdfPTableEventForwarder,4
com.itextpdf.awt.geom.RectangularShape,4
com.itextpdf.text.pdf.AcroFields$SorterComparator,4
com.itextpdf.text.html.HtmlUtilities,6
com.itextpdf.text.pdf.PRTokeniser$TokenType,4
com.itextpdf.text.pdf.qrcode.BlockPair,1
com.itextpdf.text.pdf.BarcodeDatamatrix$DmParams,5
